,Madde,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30
48,Burgerler,0.9211948278344373,2.5104028069377726,2.0613169800338005,-0.07192950228074313,0.025745239885055504
49,Buğday Unu,0.32934672225390926,1.5455798326849957,2.6709544100282923,0.5915856359932414,0.3492894209172537
50,Cam Ev Eşyası,4.901607792539564,3.4951159500536955,0.9884546548285744,0.9522599902818785,0.5891586799819049
51,Ceket (Erkek için),3.8465945396856993,4.95688838232109,0.15396721238689626,-0.11903274444756695,0.5211656432153378
52,Ceket (Kadın için),4.162896853739406,6.408061482239624,0.7494106920251209,-1.5015119074172523,-0.4104929656912004
53,Cep Telefonu Görüşme Ücreti,-1.7056216768372767,-2.850123662762538,-4.455814064340958,0.0037194991178379766,0.0
54,Ceviz İçi,6.297815793758876,4.624158789214561,2.450382218714986,1.9658322453479204,-1.4419200071651095
55,Cilt ve Vücut Ürünleri,12.454713331545687,15.780598345340202,1.1818085774238263,-0.06850122477183307,0.6140716502986088
56,Cipsler,3.932633120496809,2.1512578803657423,1.2204612506156565,1.732297828981344,2.012701611727885
57,Dana Eti,3.2278250766529126,4.401773449063406,4.335946096142496,2.011495900177196,3.549420220887267
58,Davlumbaz,2.122473994383278,2.550194848811138,0.5234901643746959,2.3975036681736173,0.39282012621193463
59,Deodorant,1.5604775039950836,0.9917608321001081,-0.1905181830959113,-0.03901983790154384,0.02812791371007428
60,Dereotu,-7.753494271469075,5.744470193197926,-3.894328476456177,15.223525700149377,22.245915109452042
61,Derin Dondurucu,0.768498888772795,1.0505672725118709,0.3779744916932559,1.4276328299972274,-0.143706528627896
62,Diğer Kitaplar,3.4309633523626593,2.9965083635326017,0.8614621178820503,1.1293051678852084,-0.9583970035290101
63,Dolmalık Biber,10.482945784248376,15.186287423537781,-6.476460857071464,-21.550157445670216,-9.614899512111174
64,Domates,-12.07680329075701,19.948285129514765,-0.6986595055400002,-0.2280982018969535,-5.786896338874414
65,Dondurma,4.657043619406287,1.9261163561111738,0.4645463522830129,1.4737867262366144,0.11077582594396507
66,Doğalgaz Ücreti,-0.008223554685815593,-0.024672693029870185,0.0,0.0,0.0
67,Ekmek,5.508385934902571,1.7224922459883274,1.084709501856329,0.2057048913825188,1.0374739628646434
68,Ekmek Hamuru (Yufka),4.892544889875383,3.177723222491502,0.06273883353820064,0.7673940441484506,1.869203436319089
69,Ekmekarası Yiyecekler (Döner),-0.008223554685815593,7.272863791169981,0.9718256557949445,0.2852350519831903,0.9037213163799684
70,Elbise (Kadın için),4.123121372342875,7.317102924333496,0.07143767921922173,-1.077451638628002,0.3039189551825361
71,Elbise (Çocuk için),5.495752266547083,6.0361036251069144,-0.37352088941782213,-2.7201765852153836,-5.089369548361322
72,Elektrik Ücreti,10.70000000000002,0.0,20.83333333333335,3.44827586206895,0.0
73,Elektrikli Kesici Aletler (Blender),5.624298351147394,1.97599799604522,0.9348975374906754,1.6012031053178832,0.5216921287164222
74,Elektrikli Küçük Ev Aletleri (Tost Makinası),6.257519870145445,1.4961757686940746,1.534688738668355,1.245528810904184,-0.011704066229223375
75,Elektrikli Saç Bakım Aletleri,7.430801438078971,2.9871090924158183,1.6972016657608835,2.1941959187828486,0.36471771140447196
76,Elektrikli Süpürge,1.9544856566709345,2.7315470386862106,-0.4418427659345303,0.29407144822175546,0.1259800067147543
77,Elma,5.291049249252122,3.9491424939398723,7.4757055184061505,17.51007977958374,16.0666298911335
78,Erkek Berberi,-0.008223554685815593,6.577960427209906,18.58536162760187,0.0,0.0
79,Erkek Mont,2.22674214015115,5.752756052276586,0.6553359182336793,0.300042460502814,0.30039387725635525
80,Etek,4.224047902686756,6.0699482246452385,-0.41826710401524636,-1.4790391229641875,-0.07163336920724683
81,Evcil Hayvanlar İçin Gıda Harcamaları,1.5264987092102222,-0.7441508841851574,-0.1520301326366602,0.40505146682288107,0.49805319073794596
82,Eşarp,4.678725814993578,4.9914807240654335,2.299837659595072,0.06545786786571473,0.05456646637616025
83,Eşofman (Erkek için),5.868632528979312,8.707352519365497,0.37907447270151273,-2.393326187835354,0.11913201275017826
84,Eşofman (Kadın için),5.069699895701785,9.520932489180822,0.8502372381448131,-1.1939659808364755,-1.3633676460606758
85,Eşofman (Çocuk için),0.26658924528781824,9.007100538621572,2.062319674443147,0.9588973399389467,0.6474258645414732
86,Fındık Ezmesi,9.338074963235222,6.018826588062054,5.941488229093728,6.945151097159785,6.632198001894207
87,Fındık İçi,2.3845940649344533,1.6212800051167653,1.4172675860411488,9.183690698606494,13.927886820639124
88,Gazoz Meyveli,3.826789436274103,2.218109027239845,1.6344953993308042,3.476526367352717,2.362939000830111
89,Genç Odası Takımı,3.50080627677416,2.116253092403375,2.055705555808185,0.7273013545447959,0.9587140040330455
90,Gofret,5.500256473010556,3.4751003688784365,1.3039327294136704,1.6185028107509325,0.18689456059706178
91,Gömlek (Erkek için),4.684243992449666,6.946163872836886,2.033160591337868,-2.0924392320215257,0.6252240297224709
92,Gömlek (Kadın için),5.799580713329888,7.0624542600144835,0.9353900255996139,-1.2834324350580961,0.4357874898902603
93,Gömlek (Çocuk için),3.7151893515774637,4.803386258617337,-1.011341957720624,0.9112044186738499,1.9815481196693963
94,Gündelikçi Ücreti,4.387469335475336,0.0,0.0,0.0,0.0
95,Halı,16.19838838408567,10.960260285647783,1.8574673207988779,7.223317407620744,1.1908707588269563
96,Halı Temizleme,12.269720304821297,28.1478709342418,16.37626522129203,-6.44315148815301,11.766879656237062
97,Havlu,4.4971778850756206,6.003607579851855,-0.38643518983738634,-1.914483837925074,0.5450478383065116
98,Havuç,14.232794894460854,14.52518465634547,15.603574689215227,9.094032272482755,23.841614050749538
99,Hazır Et Yemekleri,2.479893914598952,3.5286224548305434,1.9138302826672948,4.499863453049535,1.1763637333480848
100,Hazır Kahve,1.5112649493463914,2.400631205748338,3.087267791174386,5.17811044311538,2.71293377905113
101,Hazır Pakette Toz Tatlılar (Puding),1.6279574657309892,1.8707454518243516,0.7497543622867253,-0.8404142561798777,-1.274588007648636
102,Hazır Sütlü Tatlılar,12.994464562007991,1.3680821470350546,1.4845258474439404,2.1041483094964564,-1.2716986528948704
103,"Hazır Yemekler (Pilav, Kuru Fasulye)",-0.6022208740352308,-18.024927223936604,10.447906715531975,0.5721845593567032,3.6868534504681083
104,Hazır Çorbalar,0.9248658567466261,-0.38040384181166065,5.7232880094556515,1.8205703759728298,-3.254163095379514
105,Hijyenik Kadın Bağı,3.6510981321745906,1.7790000926179328,4.326300488808221,1.0047584584354174,1.4226662079291907
106,Hijyenik Zeminler İçin Temizlik ve Bakım Ürünleri,5.063712701067691,2.6383319267836436,1.4430731765187943,1.4642509561421768,-0.1281212811124699
107,Hırka (Kadın için),2.5483228406188108,6.636709848140132,0.9212613074842668,0.7732127356905982,-0.05944428819815162
108,Ispanak,-1.094653947295321,1.428529330037498,-0.40739785659489325,11.497072486867799,12.494213183796576
109,Kabak,0.2292543577143924,11.977305887701295,1.0078063788826697,-5.222276359482603,19.32071602741836
110,Kabak Çekirdeği,5.017281720210343,2.2033781614349213,0.5606862543616975,0.7954664548657009,5.873750273729983
111,Kaban (Erkek için),3.938000686149734,3.965039721577557,2.0975809115541644,2.5726515260033,2.6990641352090616
112,Kaban (Kadın için),1.576414433908191,5.348202221745102,-0.9251237447599037,0.44897543139226226,-0.579802476998903
113,Kaban Anorak (Çocuk için),5.066709041508077,5.557515653677059,2.18960503921366,1.847861792292016,-3.6766691330203605
114,Kabartma Maddeleri,1.86708087622236,1.8203127560705745,0.7984809072073995,-0.5884655579105669,-2.3437105744776976
115,Kadın Berberi,3.9035938592681507,17.530586745684907,-9.894262116577623,5.355306031811957,21.592189829885555
116,Kahve,4.353971919404809,5.316324991560961,2.2966189110050994,3.6136348592598733,3.258041346822771
117,Kakao,8.025325462589826,3.610158086870463,1.8028528155708656,2.4029088113519004,-0.9157481965655467
118,Kakaolu Toz İçecekler,7.153642888190559,5.151556804236668,1.9813657588892086,0.9194954102988984,1.3101220161111815
119,Kalem,8.369868770650491,4.60845414497999,-0.1161353199210513,0.20773895496362105,0.41645826681553366
120,"Kapı Aksesuarları (Anahtar, Kilit)",4.599228742292394,2.189027114453923,-0.2150800920221796,-0.5435207870025383,1.9249100819256126
121,Kargo Gönderme Ücreti,12.422569139347894,-0.024672693029859083,0.0,0.0,0.0
122,Karnabahar,-28.922533094111646,34.97697820459496,46.29926175653915,13.960486446911013,26.06903451722602
123,Karpuz,0.11349184080229335,7.114000754487848,17.054751901820865,-7.442223862667374,-49.25194751420165
124,Kavun,0.7154953497245486,2.9002249271447456,1.9683860465915526,-19.777926394836054,-45.70459720348602
125,Kazak (Erkek için),4.18973918032155,6.1047948955580855,0.6191629140955168,0.8138203839227698,3.8832308624869416
126,Kazak (Kadın için),3.9404481692095983,7.567984050278764,0.2657179804702592,-0.10444655232764166,0.9923920356584626
127,Kazak (Çocuk için),3.8489569872974805,4.257010366559433,2.0216184137380466,4.852118621011803,1.6640555600360152
128,Kağıtlı Şeker,2.5543720128177405,2.934454830943012,3.134990289649786,4.6609373657103825,0.20503971997682946
129,Kaşar Peyniri,7.8832134579904345,2.586454781703207,1.3276729458346015,0.7143943028033561,-1.3485951658691597
130,"Kaşık, Çatal, Bıçak Takımı (Çelik)",4.539418705623111,4.768074430875324,0.7139504195612156,0.13401074242769262,-0.21527983675528883
131,Kebaplar,6.065988273658873,5.85746352062364,2.5763403126015216,-0.26184030440147277,-0.7431601687179934
132,Kek,5.88481786771462,1.830759465992715,0.6053129495467324,4.295890081051645,3.6442298258489103
133,Kemer,4.661773202043329,1.8473921880320932,0.1794744602038989,0.7518464490172683,1.2912814754584723
134,Kesme Şeker,1.6424658287798488,2.3540081054716167,2.989740113429007,1.8862134242847661,2.5735106198999658
135,Ketçap,2.629196452096516,2.637248075468035,3.035250356773833,2.7678548016551563,5.704522364031739
136,Kiracı Tarafından Ödenen Gerçek Kira,4.220782643345533,3.6610983570637856,4.304349252975359,1.7413321069215781,0.42470702774803915
137,Kivi,0.8759545604183794,8.302979512859165,8.224097148150445,16.276087751828495,-10.535023125452113
138,Klima,1.5001835627606486,1.100209714328737,0.925947212014866,2.0320080224211834,-0.3654317589745215
139,Kola,4.696259298982097,2.2174137482862344,0.9771566941480847,3.750766064472444,5.216657115252765
140,Kolonya,4.8377642075327465,2.4620211695540073,0.5531288244318588,1.653993420098998,0.41053331881151234
141,Kombi,0.889407868124148,1.8015566195442645,-0.06393956657279043,1.1256457429426048,0.8049310214524041
142,Konserve Balık,1.3045567160866467,3.997137668566908,1.3850430394727775,-0.037454479121978856,-2.362803782332612
143,Konserveler,1.326930273997351,3.077695994922247,1.3744592620565044,1.8710997747287683,1.9398907888974692
144,Kraker,5.586331677805845,1.6810960392475538,0.5654605775099464,0.2490331748546737,2.3518940018636636
145,Kravat,1.7425134632436334,0.7384605965017332,1.3621958331424988,4.015728195710988,0.07819083960067807
146,Krem Peynir,6.47409225140716,2.281140160025519,0.8596286680426113,0.5386888795799738,-1.313438434808667
147,Kuru Fasulye,2.6394856469530215,2.3735502055400204,1.3556906577908867,0.753252248047831,0.12921003518286955
148,Kuru Kayısı,5.253928994124513,1.3305624071261901,0.3584814792359392,10.121322344819639,44.531370922819
149,Kuru Soğan,4.8212870640044425,11.920805086689157,5.450240702037568,-17.265021886219134,-2.8996789435963066
150,Kuru Temizleme Ücreti,2.7058428124419276,-4.670403173408733,-6.0991125807759445,-0.755875700355535,-4.136392396006605
151,Kuru Üzüm,-0.12095632889947971,0.945474465498708,1.0081449448446023,0.5146507758907459,1.530179765163897
152,Kuzu Eti,1.8329002648710402,6.225675262297359,3.0379415755545702,-1.3521825009317423,-0.30321975065856765
153,Kömür Ücreti,1.314332374810001,1.7025254025813563,1.0068542381801437,5.36382930199657,3.474007851634897
154,Köprü Geçiş Ücreti,14.355779734217888,-0.02467269302984798,0.0,0.0,0.0
155,Kırmızı Lahana,-24.770328166662313,9.317523171000918,-0.9039209347821431,-5.069183589254845,-0.614089045703492
156,Kırmızı Turp,-5.957079061306725,5.064752731949929,-5.3470465790742665,35.80365913009946,39.53916389909302
157,Kıvırcık,-18.843492382890204,12.745206781144525,-8.026079563854449,17.433344132807015,-3.046696992001796
158,LPG (Araba Tüpü Dolum)  Ücreti,3.631869519916475,0.8416559874524498,0.5795884082318237,-3.7531317855353463,-4.697361693034363
159,Leblebi,3.621123308954055,2.4693183595861257,0.3434716237898039,1.2171669611221736,2.6870696618206846
160,Limon,6.673636885436918,13.542427077708918,26.928802393731033,17.081184864380795,27.698261744349374
161,Lokum,7.022488103679914,3.261480679422357,3.394198607028165,0.44454930248731817,-1.3127816908127365
162,Maden Suyu ve Sodası,3.517117718607654,3.1062165399019293,1.3506060708531775,2.9926142297484137,-0.3546267385411195
163,Makarna,1.6859808050360137,2.7682626884047323,0.836878534310026,4.496443814850348,4.009037698275808
164,Makyaj Malzemeleri,7.663834981845752,5.716680701060972,1.9621446015990696,0.03168748394006826,1.1088756404002975
165,Mandalina,5.518276331237182,5.450576697904719,8.116567885660487,13.237000785908393,11.849229001478578
166,Mantar,6.081369900022571,2.9493766009530464,3.4377211013832953,4.053830528205471,-1.3689275412900326
167,Margarin,0.24009733530101496,1.0077018233089818,1.04060937598347,7.56702424588247,5.279541088122719
168,Maydanoz,-15.02106379176712,3.727919639257693,7.330610178207841,7.554595092405214,12.830867739772
169,Mayonez,5.0858710795785855,3.167237170434123,3.6459942135861123,4.264715598254898,3.2744756193108904
170,Mendil,4.241641609555136,2.7728856648222555,0.7067130583255921,1.1357592027705143,0.12527283728736016
171,Mercimek,2.480130543718717,2.578455025040549,1.8288747066644184,4.318891744916176,4.518110752482962
172,Metro Ücreti,16.296195152513484,12.978958564593235,0.0,0.0,0.0
173,Meyve Suyu,3.7590649839581713,3.263096174206548,1.76514194175601,2.9189964231159937,2.9384656448080415
174,Motor Yağları,3.855783145709024,4.220287496749675,1.03854797860512,0.802750839836186,0.6189748350612811
175,Motorin,1.745936550836702,-1.7586474743540914,-1.3700526032533022,-0.062045509877106664,3.1412296867145972
176,Motorsiklet,5.836068231380365,1.5004771676268902,1.4280100712142918,1.6369011343749573,-0.07304288357011801
177,Muz,12.987824802073478,11.238310192343004,8.335421064615423,5.017923196679797,2.33710162002998
178,Mücevher (Altın),8.047869721868551,5.057518749160095,11.700934911910643,5.832502511230109,1.6484160526163194
179,Müzik Aletleri ,3.715112391983766,2.153328546428823,0.852439005657124,1.628159355756531,1.2938875637294567
180,Nane,-23.002324077743076,3.490985191655005,-3.9987326313209004,5.161609580121929,-1.0725447427236579
181,Nar,25.476343117061706,18.48918106323154,4.852143057919012,1.29933401121185,0.045603029961260866
182,Nevresim Takımı,4.82582665950233,9.74182357912059,1.9866563040140672,0.3416454678164538,1.8561945935259283
183,No-Frost Buzdolabı,0.20690558682476823,1.3210806826011057,1.2126642652074304,1.8854758231750424,0.6479748351323256
184,Nohut,2.4346460577127083,2.4056316445092207,1.5523142567715809,2.9095792678172527,-0.794588729443757
185,Odun Ücreti,15.111959450694856,3.315778865884633,2.5034719990614462,5.7910920033067415,0.3366405202033018
186,Okul Defteri,9.735907764032348,5.758910557451125,0.5185200152682645,1.7154412224439586,0.7838241248482092
187,Okul Çantası,2.0876153516487195,2.6462461986954455,0.07465988567898485,0.9961491650327003,-0.4365361053719763
188,Otoban Geçiş Ücreti,15.99902714636643,-0.024672693029859083,0.006508846588948458,0.008324294119965714,-0.0003615194492767593
189,Otomobil (Benzinli),0.8352505837811774,0.7088655897229179,4.783563484446507,4.31986415628185,1.5367442115563623
190,Otomobil (Dizel),0.3175900991233105,0.5284360710557934,4.355598999285659,3.5066152580129017,0.8971230264213981
191,Otopark Ücreti,-0.008223554685815593,-0.024672693029870185,0.0,-0.015443702731221531,-0.049602234120149635
192,Oturma Odası Takımı,2.1612137469717796,1.099141433772255,2.137577702180682,0.3221516328272278,0.6978557130514318
193,Oyuncak,4.335133165783511,2.6705811638628063,0.4030186665504143,0.6557034007628859,0.8157266307830646
194,Pantolon (Erkek için),4.382290302778369,5.627014108017159,2.071729590800908,0.2380020517425807,1.3103184157567949
195,Pantolon (Kadın için),4.907530211333211,6.410556381898025,2.3468861643799466,-0.04465749596175295,1.2062681553236754
196,Pantolon (Çocuk için),4.22009394901095,4.705467728287749,0.4893828725260896,2.2421903624643136,0.04678426013746684
197,Pardösü (Kadın için),2.9792814303254644,5.786969629511574,1.5906779337548915,-0.6086573046358512,-0.6649122653844208
198,Parfüm,3.8430252304703982,4.121581754759496,1.3534080778004887,0.7525316912947444,1.1725482685537303
199,Pasta,6.97778813480987,2.129854393184605,0.8934384829552888,1.9286352546893148,-0.5550567002351348
200,Pastane Ürünleri,8.094919568591607,-0.9680726426606334,0.8336962304402951,-1.168170942839064,-5.217695725766935
201,Patates,1.783835260408173,14.696281354568486,16.752760144749956,15.740054797632164,6.4892582318693215
202,Patlıcan,-15.09498414895435,19.6796921401543,-23.43474289674663,-20.268281126477728,5.491323690431904
203,Pekmez,6.142802746541132,3.7055300360269605,0.4967731536519082,-0.24063910446944226,2.526088665906956
204,Perde,139.47589079054677,16.08763299250706,0.05600160230028184,10.576650134299758,2.721655621917285
205,Pideler,7.7213413033479394,5.613684670585872,6.964297295461486,16.678892209926467,18.045296403568734
206,Pijama (Erkek için),3.2039291358838096,4.765543128277594,-3.336354686484222,-2.305012038117693,0.06104544799729883
207,Pijama (Kadın için),4.029618609456853,7.738620679819119,-4.882393176650601,-1.8068457845621055,4.2852241391762025
208,Pijama (Çocuk için),4.4197679879773855,6.484595387547398,-1.3592317706666912,-2.8816563744654355,-3.0493770411173404
209,Pike Takımı,2.084721842549997,2.460283494558402,0.21933360487575992,-0.12157216176504893,0.41856232527754944
210,Pil,4.744057787850853,4.223850391034123,0.48084797511658284,2.5064445792590595,1.527527389841743
211,Pirinç,4.954173213806179,2.4191493139314346,1.9578542044950575,2.587606700271783,2.131883053833028
212,Pizzalar,3.579814031928219,0.17692734271819166,0.9310896755233111,2.311829354360828,3.005471050509967
213,Plastik Mutfak Eşyaları,7.015853223945956,3.678054406199993,0.7972550103544807,0.4369016199858633,-0.26357953090860864
214,Porselen Ev Eşyası,5.426696208957682,4.834136747098983,1.3621575710383471,0.004130645373634501,-0.2700610295157335
215,Portakal,8.771732229370489,19.577151178520037,3.590264246003061,21.263157966621236,18.859303072321598
216,Pırasa,-2.5474785752552354,22.10748064046333,-5.1811965840095064,11.843681255611038,26.91872272655229
217,Resim Boyaları,33.31945984674298,4.68715245677922,0.34724622337569677,-1.9209025074561459,-3.700061137813182
218,Reçel,2.3814328652262073,3.8226646783988016,1.025154661385086,1.4357617154294067,0.1540934307568964
219,Roka,-16.297252280726305,16.498994379393018,4.080398480113412,16.274360407447787,-6.873208462976532
220,Saat,3.9256308042869836,7.754708279979261,2.9352696878867324,0.7302916068957721,0.028333097672361696
221,Sabun,7.3294935078822565,11.689790972093173,0.6699893092007914,0.36514346553153665,0.42246119052924413
222,Sakatat,0.8355543242815289,3.3513643942229887,2.887560841776904,1.653605228693844,-0.7883301667402587
223,Sakız,10.128873546641891,3.4626109756815238,1.8485695485181308,0.6967532208599136,3.9318462652718766
224,Salam,4.7641507264351235,3.665196995712039,1.6537226938342142,8.975441419229213,2.1711246802701645
225,Salatalık,2.7420714515897338,7.903189029975621,-9.677747723702579,-12.2244250331644,36.034655587871626
226,Salça,1.1259648859655913,1.6430842648827326,0.7349162304030932,1.4157735116766323,-0.6004700840248844
227,Sarımsak,-0.4569029190970242,11.652680044480057,5.338771277246668,-1.700145955147614,-12.111082713067278
228,Saç Bakım Ürünleri,3.2900291711564833,3.352231643542125,-1.050076454245763,0.19991582262754992,0.5368627877644805
229,Scooter (Çocuk),4.130875954505409,1.8264513100626267,0.9072230087012079,2.1703429663338714,0.6003790461388547
230,Sehpa,2.648468754379274,24.37219020875596,1.1202023737396205,-0.8596065519388962,0.3291946183521022
231,Sirke,9.111062393755788,4.161592577548423,2.0595070352549927,-0.986623220308025,2.3616744001925705
232,Sivri Biber,5.352572638226416,24.70732805285416,-4.460893133962984,-45.10216309332835,-29.17533970988235
233,Soba,13.712902964567398,2.475355631389675,1.179277961737335,0.0945636084920487,1.129717565061128
234,Sosis,3.809850253446556,4.538822853299607,1.3570053552327765,5.087153930473098,2.2827565324703203
235,Soğuk Çay,5.571414771369132,3.084083723879494,1.0843276275106062,0.734601258803802,4.561002755456989
236,Soğuk İçecekler (Servis edilen),-0.8635326131953058,-0.033777367835841066,1.7353251832967764,0.5305961154006056,2.535872633637082
237,Spor Ayakkabısı (Erkek için),7.7438611299923465,9.293461393477065,4.928059415821928,0.41087080803936527,-0.9253276610022843
238,Spor Ayakkabısı (Kadın için),6.24437124985977,7.571926883290181,3.812824487220623,-0.3114361791200282,-1.9461091405872044
239,Spor Ayakkabısı (Çocuk için),4.822869089973381,6.739062301721277,3.458838138843645,-1.2196667939698758,-1.7439363518263251
240,Sporla İlgili Aletler (Futbol Topu),20.839532460613384,6.56291103904203,1.1065542752198176,1.9068896959928638,1.0814985790490228
241,Stor Perde,95.93520985502637,17.48819353701643,-2.006437914568815,21.99129526050001,3.3230547148612732
242,Su,3.221646068309858,2.768657969369581,1.0516181409865322,3.9438407764439187,-1.0501686137086352
243,Su Faturası,6.73514080022819,1.5802729006886063,1.230956509607961,5.28775239666972,5.264863957468746
244,Sucuk,5.586483295592681,4.799038821241441,3.035234236800388,9.030075195333499,0.30008798480165577
245,Sweatshirt (Erkek için),5.878419518857059,8.931528221636164,1.324081674159805,1.1580808803208331,0.05090303580421729
246,Sweatshirt (Kadın için),4.015991882397385,6.4491012038419,1.568719138108432,-0.12593398676369327,0.06994179650117172
247,Sweatshirt (Çocuk için),4.169199296822668,13.583358856886552,5.74673892268982,-0.8866447867579952,-2.7459750878578104
248,Sürücü Eğitim Kurs Ücreti,15.354158025293628,-1.2283925510007232,0.0,0.0,0.0
249,Süt,9.002799792544147,2.941954444378503,1.2405308265656556,0.6974342092726404,-0.5365036015815283
250,Sıcak İçecek Makinaları,7.442769871053234,3.675861114711121,0.6508472231477436,2.023265244602368,0.8413426939646529
251,Sıcak İçecekler (Servis edilen),-1.1473628697379223,-0.4208990543963842,0.7035519671636514,0.10698795505736935,1.136908682542348
